onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	octave
4149	3	77	F	0	2	2	1	1	127	125	176	125a	1383/2	1/8	5
4152	3	58	B	-1	2	2	2	1	127	125	176	125a	692	1/8	3
4152	3	80	A	-1	2	2	1	1	127	125	176	125a	692	1/8	5
4155	3	64	E	0	2	2	2	1	127	125	176	125a	1385/2	1/8	4
4155	3	79	G	0	2	2	1	1	127	125	176	125a	1385/2	1/8	5
4158	3	53	F	0	2	2	2	1	128	126	177	126a	693	1/8	3
4161	3	60	C	0	2	2	2	1	128	126	177	126a	1387/2	1/8	4
4161	3	79	G	0	2	2	1	1	128	126	177	126a	1387/2	1/8	5
4164	3	56	A	-1	2	2	2	1	128	126	177	126a	694	1/8	3
4164	3	82	B	-1	2	2	1	1	128	126	177	126a	694	1/8	5
4167	3	60	C	0	2	2	2	1	128	126	177	126a	1389/2	1/8	4
4167	3	80	A	-1	2	2	1	1	128	126	177	126a	1389/2	1/8	5
4170	3	49	D	-1	2	2	2	1	128	126	177	126a	695	1/8	3
4173	3	59	B	0	2	2	2	1	128	126	177	126a	1391/2	1/8	3
4173	3	83	B	0	2	2	1	1	128	126	177	126a	1391/2	1/8	5
4176	3	53	F	0	2	2	2	1	128	126	177	126a	696	1/8	3
4176	3	89	F	0	2	2	1	1	128	126	177	126a	696	1/8	6
4179	3	59	B	0	2	2	2	1	128	126	177	126a	1393/2	1/8	3
4179	3	83	B	0	2	2	1	1	128	126	177	126a	1393/2	1/8	5
4182	3	48	C	0	2	2	2	1	129	127	178	127a	697	1/8	3
4182	6	84	C	0	2	2	1	1	129	127	178	127a	697	1/4	6
4185	3	60	C	0	2	2	2	1	129	127	178	127a	1395/2	1/8	4
4188	3	52	E	0	2	2	2	1	129	127	178	127a	698	1/8	3
4191	3	60	C	0	2	2	2	1	129	127	178	127a	1397/2	1/8	4
4194	3	49	D	-1	2	2	2	1	129	127	178	127a	699	1/8	3
4197	3	59	B	0	2	2	2	1	129	127	178	127a	1399/2	1/8	3
4197	3	83	B	0	2	2	1	1	129	127	178	127a	1399/2	1/8	5
4200	3	53	F	0	2	2	2	1	129	127	178	127a	700	1/8	3
4200	3	89	F	0	2	2	1	1	129	127	178	127a	700	1/8	6
4203	3	59	B	0	2	2	2	1	129	127	178	127a	1401/2	1/8	3
4203	3	83	B	0	2	2	1	1	129	127	178	127a	1401/2	1/8	5
4206	3	48	C	0	2	2	2	1	130	128	179	128a	701	1/8	3
4206	6	84	C	0	2	2	1	1	130	128	179	128a	701	1/4	6
4209	3	60	C	0	2	2	2	1	130	128	179	128a	1403/2	1/8	4
4212	3	52	E	0	2	2	2	1	130	128	179	128a	702	1/8	3
4215	3	60	C	0	2	2	2	1	130	128	179	128a	1405/2	1/8	4
4218	3	46	B	-1	2	2	2	1	130	128	179	128a	703	1/8	2
4221	3	55	G	0	2	2	2	1	130	128	179	128a	1407/2	1/8	3
4221	3	76	E	0	2	2	1	1	130	128	179	128a	1407/2	1/8	5
4224	3	49	D	-1	2	2	2	1	130	128	179	128a	704	1/8	3
4224	3	85	D	-1	2	2	1	1	130	128	179	128a	704	1/8	6
4227	3	55	G	0	2	2	2	1	130	128	179	128a	1409/2	1/8	3
4227	3	76	E	0	2	2	1	1	130	128	179	128a	1409/2	1/8	5
4230	3	44	A	-1	2	2	2	1	131	129	180	129a	705	1/8	2
4230	6	77	F	0	2	2	1	1	131	129	180	129a	705	1/4	5
4233	3	53	F	0	2	2	2	1	131	129	180	129a	1411/2	1/8	3
4236	3	48	C	0	2	2	2	1	131	129	180	129a	706	1/8	3
4239	3	53	F	0	2	2	2	1	131	129	180	129a	1413/2	1/8	3
4242	3	46	B	-1	2	2	2	1	131	129	180	129a	707	1/8	2
4245	3	55	G	0	2	2	2	1	131	129	180	129a	1415/2	1/8	3
4245	3	76	E	0	2	2	1	1	131	129	180	129a	1415/2	1/8	5
4248	3	49	D	-1	2	2	2	1	131	129	180	129a	708	1/8	3
4248	3	85	D	-1	2	2	1	1	131	129	180	129a	708	1/8	6
4251	3	55	G	0	2	2	2	1	131	129	180	129a	1417/2	1/8	3
4251	3	76	E	0	2	2	1	1	131	129	180	129a	1417/2	1/8	5
4254	3	44	A	-1	2	2	2	1	132	130	181	130a	709	1/8	2
4257	3	53	F	0	2	2	2	1	132	130	181	130a	1419/2	1/8	3
4257	3	76	E	0	2	2	1	1	132	130	181	130a	1419/2	1/8	5
4260	3	48	C	0	2	2	2	1	132	130	181	130a	710	1/8	3
4260	3	79	G	0	2	2	1	1	132	130	181	130a	710	1/8	5
4263	3	53	F	0	2	2	2	1	132	130	181	130a	1421/2	1/8	3
4263	3	77	F	0	2	2	1	1	132	130	181	130a	1421/2	1/8	5
4266	3	40	E	0	2	2	2	1	132	130	181	130a	711	1/8	2
4269	3	52	E	0	2	2	2	1	132	130	181	130a	1423/2	1/8	3
4269	3	77	F	0	2	2	1	1	132	130	181	130a	1423/2	1/8	5
4272	3	48	C	0	2	2	2	1	132	130	181	130a	712	1/8	3
4272	3	80	A	-1	2	2	1	1	132	130	181	130a	712	1/8	5
4275	3	52	E	0	2	2	2	1	132	130	181	130a	1425/2	1/8	3
4275	3	79	G	0	2	2	1	1	132	130	181	130a	1425/2	1/8	5
4278	3	41	F	0	2	2	2	1	133	131	182	131a	713	1/8	2
4281	3	53	F	0	2	2	2	1	133	131	182	131a	1427/2	1/8	3
4281	3	79	G	0	2	2	1	1	133	131	182	131a	1427/2	1/8	5
4284	3	48	C	0	2	2	2	1	133	131	182	131a	714	1/8	3
4284	3	82	B	-1	2	2	1	1	133	131	182	131a	714	1/8	5
4287	3	53	F	0	2	2	2	1	133	131	182	131a	1429/2	1/8	3
4287	3	80	A	-1	2	2	1	1	133	131	182	131a	1429/2	1/8	5
4290	3	43	G	0	2	2	2	1	133	131	182	131a	715	1/8	2
4293	3	55	G	0	2	2	2	1	133	131	182	131a	1431/2	1/8	3
4293	3	81	A	0	2	2	1	1	133	131	182	131a	1431/2	1/8	5
4296	3	48	C	0	2	2	2	1	133	131	182	131a	716	1/8	3
4296	3	84	C	0	2	2	1	1	133	131	182	131a	716	1/8	6
4299	3	55	G	0	2	2	2	1	133	131	182	131a	1433/2	1/8	3
4299	3	82	B	-1	2	2	1	1	133	131	182	131a	1433/2	1/8	5
4302	6	44	A	-1	2	2	2	1	134	132	183	132a	717	1/4	2
4305	3	84	C	0	2	2	1	1	134	132	183	132a	1435/2	1/8	6
4308	12	48	C	0	2	2	2	1	134	132	183	132a	718	1/2	3
4308	3	89	F	0	2	2	1	1	134	132	183	132a	718	1/8	6
4311	3	87	E	-1	2	2	1	1	134	132	183	132a	1437/2	1/8	6
4314	3	85	D	-1	2	2	1	1	134	132	183	132a	719	1/8	6
4317	3	84	C	0	2	2	1	1	134	132	183	132a	1439/2	1/8	6
4320	6	53	F	0	2	2	2	1	134	132	183	132a	720	1/4	3
4320	3	82	B	-1	2	2	1	1	134	132	183	132a	720	1/8	5
4323	3	80	A	-1	2	2	1	1	134	132	183	132a	1441/2	1/8	5
4326	6	46	B	-1	2	2	2	1	135	133	184	133a	721	1/4	2
4326	3	79	G	0	2	2	1	1	135	133	184	133a	721	1/8	5
4329	3	77	F	0	2	2	1	1	135	133	184	133a	1443/2	1/8	5
4332	12	49	D	-1	2	2	2	1	135	133	184	133a	722	1/2	3
4332	3	75	E	-1	2	2	1	1	135	133	184	133a	722	1/8	5
4335	3	73	D	-1	2	2	1	1	135	133	184	133a	1445/2	1/8	5
4338	3	72	C	0	2	2	1	1	135	133	184	133a	723	1/8	5
4341	3	70	B	-1	2	2	1	1	135	133	184	133a	1447/2	1/8	4
4344	6	55	G	0	2	2	2	1	135	133	184	133a	724	1/4	3
4344	3	68	A	-1	2	2	1	1	135	133	184	133a	724	1/8	4
4347	3	67	G	0	2	2	1	1	135	133	184	133a	1449/2	1/8	4
4350	6	48	C	0	2	2	2	1	136	134	185	134a	725	1/4	3
4350	3	65	F	0	2	2	1	1	136	134	185	134a	725	1/8	4
4353	3	64	E	0	2	2	1	1	136	134	185	134a	1451/2	1/8	4
4356	12	53	F	0	2	2	2	1	136	134	185	134a	726	1/2	3
4356	3	61	D	-1	2	2	1	1	136	134	185	134a	726	1/8	4
4359	3	60	C	0	2	2	1	1	136	134	185	134a	1453/2	1/8	4
4362	3	59	B	0	2	2	1	1	136	134	185	134a	727	1/8	3
4365	3	60	C	0	2	2	1	1	136	134	185	134a	1455/2	1/8	4
4368	6	56	A	-1	2	2	2	1	136	134	185	134a	728	1/4	3
4368	3	59	B	0	2	2	1	1	136	134	185	134a	728	1/8	3
4371	3	60	C	0	2	2	1	1	136	134	185	134a	1457/2	1/8	4
4374	6	58	B	-1	2	2	2	1	137	135	186	135a	729	1/4	3
4374	3	59	B	0	2	2	1	1	137	135	186	135a	729	1/8	3
4377	3	60	C	0	2	2	1	1	137	135	186	135a	1459/2	1/8	4
4380	6	55	G	0	2	2	2	1	137	135	186	135a	730	1/4	3
4380	3	61	D	-1	2	2	1	1	137	135	186	135a	730	1/8	4
4383	3	60	C	0	2	2	1	1	137	135	186	135a	1461/2	1/8	4
4386	6	52	E	0	2	2	2	1	137	135	186	135a	731	1/4	3
4386	3	59	B	0	2	2	1	1	137	135	186	135a	731	1/8	3
4389	3	60	C	0	2	2	1	1	137	135	186	135a	1463/2	1/8	4
4392	6	46	B	-1	2	2	2	1	137	135	186	135a	732	1/4	2
4392	3	61	D	-1	2	2	1	1	137	135	186	135a	732	1/8	4
4395	3	60	C	0	2	2	1	1	137	135	186	135a	1465/2	1/8	4
4398	6	44	A	-1	2	2	2	1	138	136	187	136a	733	1/4	2
4401	3	84	C	0	2	2	1	1	138	136	187	136a	1467/2	1/8	6
4404	12	48	C	0	2	2	2	1	138	136	187	136a	734	1/2	3
4404	3	89	F	0	2	2	1	1	138	136	187	136a	734	1/8	6
4407	3	87	E	-1	2	2	1	1	138	136	187	136a	1469/2	1/8	6
4410	3	85	D	-1	2	2	1	1	138	136	187	136a	735	1/8	6
4413	3	84	C	0	2	2	1	1	138	136	187	136a	1471/2	1/8	6
4416	6	53	F	0	2	2	2	1	138	136	187	136a	736	1/4	3
4416	3	82	B	-1	2	2	1	1	138	136	187	136a	736	1/8	5
4419	3	80	A	-1	2	2	1	1	138	136	187	136a	1473/2	1/8	5
4422	6	46	B	-1	2	2	2	1	139	137	188	137a	737	1/4	2
4422	3	79	G	0	2	2	1	1	139	137	188	137a	737	1/8	5
4425	3	77	F	0	2	2	1	1	139	137	188	137a	1475/2	1/8	5
4428	12	49	D	-1	2	2	2	1	139	137	188	137a	738	1/2	3
4428	3	75	E	-1	2	2	1	1	139	137	188	137a	738	1/8	5
4431	3	73	D	-1	2	2	1	1	139	137	188	137a	1477/2	1/8	5
4434	3	72	C	0	2	2	1	1	139	137	188	137a	739	1/8	5
4437	3	70	B	-1	2	2	1	1	139	137	188	137a	1479/2	1/8	4
4440	6	55	G	0	2	2	2	1	139	137	188	137a	740	1/4	3
4440	3	68	A	-1	2	2	1	1	139	137	188	137a	740	1/8	4
4443	3	67	G	0	2	2	1	1	139	137	188	137a	1481/2	1/8	4
4446	6	48	C	0	2	2	2	1	140	138	189	138a	741	1/4	3
4446	3	65	F	0	2	2	1	1	140	138	189	138a	741	1/8	4
4449	3	64	E	0	2	2	1	1	140	138	189	138a	1483/2	1/8	4
4452	12	53	F	0	2	2	2	1	140	138	189	138a	742	1/2	3
4452	3	61	D	-1	2	2	1	1	140	138	189	138a	742	1/8	4
4455	3	60	C	0	2	2	1	1	140	138	189	138a	1485/2	1/8	4
4458	3	59	B	0	2	2	1	1	140	138	189	138a	743	1/8	3
4461	3	60	C	0	2	2	1	1	140	138	189	138a	1487/2	1/8	4
4464	6	56	A	-1	2	2	2	1	140	138	189	138a	744	1/4	3
4464	3	59	B	0	2	2	1	1	140	138	189	138a	744	1/8	3
4467	3	60	C	0	2	2	1	1	140	138	189	138a	1489/2	1/8	4
4470	3	59	B	0	2	2	1	1	141	139	190	139a	745	1/8	3
4473	3	60	C	0	2	2	1	1	141	139	190	139a	1491/2	1/8	4
4476	6	36	C	0	2	2	2	1	141	139	190	139a	746	1/4	2
4476	3	61	D	-1	2	2	1	1	141	139	190	139a	746	1/8	4
4479	3	60	C	0	2	2	1	1	141	139	190	139a	1493/2	1/8	4
4482	6	36	C	0	2	2	2	1	141	139	190	139a	747	1/4	2
4482	3	60	C	0	2	2	1	1	141	139	190	139a	747	1/8	4
4485	3	58	B	-1	2	2	1	1	141	139	190	139a	1495/2	1/8	3
4488	6	36	C	0	2	2	2	1	141	139	190	139a	748	1/4	2
4488	3	56	A	-1	2	2	1	1	141	139	190	139a	748	1/8	3
4491	3	55	G	0	2	2	1	1	141	139	190	139a	1497/2	1/8	3
4494	6	41	F	0	2	2	2	1	142	140	191	140a	749	1/4	2
4494	6	53	F	0	2	2	1	1	142	140	191	140a	749	1/4	3
4500	6	53	F	0	2	2	2	1	142	140	191	140a	750	1/4	3
4506	9	68	A	-1	2	2	1	1	142	140	191	140a	751	3/8	4
4512	6	49	D	-1	2	2	2	1	142	140	191	140a	752	1/4	3
4512	6	53	F	0	2	2	2	1	142	140	191	140a	752	1/4	3
4512	6	56	A	-1	2	2	2	1	142	140	191	140a	752	1/4	3
4512	6	59	B	0	2	2	2	1	142	140	191	140a	752	1/4	3
4515	3	67	G	0	2	2	1	1	142	140	191	140a	1505/2	1/8	4
4518	12	65	F	0	2	2	1	1	143	141	192	141a	753	1/2	4
4524	6	48	C	0	2	2	2	1	143	141	192	141a	754	1/4	3
4524	6	53	F	0	2	2	2	1	143	141	192	141a	754	1/4	3
4524	6	56	A	-1	2	2	2	1	143	141	192	141a	754	1/4	3
4524	6	60	C	0	2	2	2	1	143	141	192	141a	754	1/4	4
4530	9	64	E	0	2	2	1	1	143	141	192	141a	755	3/8	4
4536	6	48	C	0	2	2	2	1	143	141	192	141a	756	1/4	3
4536	6	55	G	0	2	2	2	1	143	141	192	141a	756	1/4	3
4536	6	58	B	-1	2	2	2	1	143	141	192	141a	756	1/4	3
4539	3	72	C	0	2	2	1	1	143	141	192	141a	1513/2	1/8	5
4542	6	72	C	0	2	2	1	1	144	142	193	142a	757	1/4	5
4548	6	53	F	0	2	2	2	1	144	142	193	142a	758	1/4	3
4548	6	56	A	-1	2	2	2	1	144	142	193	142a	758	1/4	3
4548	6	65	F	0	2	2	1	1	144	142	193	142a	758	1/4	4
4554	9	68	A	-1	2	2	1	1	144	142	193	142a	759	3/8	4
4560	6	49	D	-1	2	2	2	1	144	142	193	142a	760	1/4	3
4560	6	53	F	0	2	2	2	1	144	142	193	142a	760	1/4	3
4560	6	56	A	-1	2	2	2	1	144	142	193	142a	760	1/4	3
4560	6	59	B	0	2	2	2	1	144	142	193	142a	760	1/4	3
4563	3	67	G	0	2	2	1	1	144	142	193	142a	1521/2	1/8	4
4566	12	65	F	0	2	2	1	1	145	143	194	143a	761	1/2	4
4572	6	48	C	0	2	2	2	1	145	143	194	143a	762	1/4	3
4572	6	53	F	0	2	2	2	1	145	143	194	143a	762	1/4	3
4572	6	56	A	-1	2	2	2	1	145	143	194	143a	762	1/4	3
4572	6	60	C	0	2	2	2	1	145	143	194	143a	762	1/4	4
4578	9	64	E	0	2	2	1	1	145	143	194	143a	763	3/8	4
4584	6	48	C	0	2	2	2	1	145	143	194	143a	764	1/4	3
4584	6	55	G	0	2	2	2	1	145	143	194	143a	764	1/4	3
4584	6	58	B	-1	2	2	2	1	145	143	194	143a	764	1/4	3
4587	3	72	C	0	2	2	1	1	145	143	194	143a	1529/2	1/8	5
4590	6	72	C	0	2	2	1	1	146	144	195	144a	765	1/4	5
4596	6	53	F	0	2	2	2	1	146	144	195	144a	766	1/4	3
4596	6	56	A	-1	2	2	2	1	146	144	195	144a	766	1/4	3
4596	6	65	F	0	2	2	1	1	146	144	195	144a	766	1/4	4
4602	0	71	B	0	2	2	1	1	146	144	195	144a	767	0	4
4602	9	80	A	-1	2	2	1	1	146	144	195	144a	767	3/8	5
4608	6	61	D	-1	2	2	2	1	146	144	195	144a	768	1/4	4
4608	6	65	F	0	2	2	2	1	146	144	195	144a	768	1/4	4
4608	6	68	A	-1	2	2	2	1	146	144	195	144a	768	1/4	4
4608	6	71	B	0	2	2	2	1	146	144	195	144a	768	1/4	4
4611	3	79	G	0	2	2	1	1	146	144	195	144a	1537/2	1/8	5
4614	12	77	F	0	2	2	1	1	147	145	196	145a	769	1/2	5
4620	6	60	C	0	2	2	2	1	147	145	196	145a	770	1/4	4
4620	6	65	F	0	2	2	2	1	147	145	196	145a	770	1/4	4
4620	6	68	A	-1	2	2	2	1	147	145	196	145a	770	1/4	4
4620	6	72	C	0	2	2	2	1	147	145	196	145a	770	1/4	5
4626	9	76	E	0	2	2	1	1	147	145	196	145a	771	3/8	5
4632	6	58	B	-1	2	2	2	1	147	145	196	145a	772	1/4	3
4632	6	60	C	0	2	2	2	1	147	145	196	145a	772	1/4	4
4632	6	67	G	0	2	2	2	1	147	145	196	145a	772	1/4	4
4635	3	84	C	0	2	2	1	1	147	145	196	145a	1545/2	1/8	6
4638	24	57	A	0	2	2	2	1	148	146	197	146a	773	1	3
4638	24	60	C	0	2	2	2	1	148	146	197	146a	773	1	4
4638	24	65	F	0	2	2	2	1	148	146	197	146a	773	1	4
4638	24	72	C	0	2	2	1	1	148	146	197	146a	773	1	5
4638	24	75	E	-1	2	2	1	1	148	146	197	146a	773	1	5
4638	24	84	C	0	2	2	1	1	148	146	197	146a	773	1	6
4662	6	58	B	-1	2	2	2	1	149	147	198	147a	777	1/4	3
4662	6	61	D	-1	2	2	2	1	149	147	198	147a	777	1/4	4
4662	6	65	F	0	2	2	2	1	149	147	198	147a	777	1/4	4
4662	6	70	B	-1	2	2	1	1	149	147	198	147a	777	1/4	4
4662	6	73	D	-1	2	2	1	1	149	147	198	147a	777	1/4	5
4662	6	77	F	0	2	2	1	1	149	147	198	147a	777	1/4	5
4683	3	58	B	-1	2	2	2	1	149	147	198	147a	1561/2	1/8	3
4683	3	61	D	-1	2	2	2	1	149	147	198	147a	1561/2	1/8	4
4683	3	65	F	0	2	2	2	1	149	147	198	147a	1561/2	1/8	4
4683	3	70	B	-1	2	2	1	1	149	147	198	147a	1561/2	1/8	4
4683	3	73	D	-1	2	2	1	1	149	147	198	147a	1561/2	1/8	5
4683	3	82	B	-1	2	2	1	1	149	147	198	147a	1561/2	1/8	5
4686	24	55	G	0	2	2	2	1	150	148	199	148a	781	1	3
4686	24	58	B	-1	2	2	2	1	150	148	199	148a	781	1	3
4686	24	63	E	-1	2	2	2	1	150	148	199	148a	781	1	4
4686	24	70	B	-1	2	2	1	1	150	148	199	148a	781	1	4
4686	24	73	D	-1	2	2	1	1	150	148	199	148a	781	1	5
4686	24	82	B	-1	2	2	1	1	150	148	199	148a	781	1	5
4710	6	56	A	-1	2	2	2	1	151	149	200	149a	785	1/4	3
4710	6	60	C	0	2	2	2	1	151	149	200	149a	785	1/4	4
4710	6	63	E	-1	2	2	2	1	151	149	200	149a	785	1/4	4
4710	6	68	A	-1	2	2	1	1	151	149	200	149a	785	1/4	4
4710	6	72	C	0	2	2	1	1	151	149	200	149a	785	1/4	5
4710	6	75	E	-1	2	2	1	1	151	149	200	149a	785	1/4	5
4728	6	53	F	0	2	2	2	1	151	149	200	149a	788	1/4	3
4728	6	61	D	-1	2	2	2	1	151	149	200	149a	788	1/4	4
4728	6	68	A	-1	2	2	1	1	151	149	200	149a	788	1/4	4
4728	6	72	C	0	2	2	1	1	151	149	200	149a	788	1/4	5
4728	6	80	A	-1	2	2	1	1	151	149	200	149a	788	1/4	5
4734	6	55	G	0	2	2	2	1	152	150	201	150a	789	1/4	3
4734	6	61	D	-1	2	2	2	1	152	150	201	150a	789	1/4	4
4734	6	67	G	0	2	2	1	1	152	150	201	150a	789	1/4	4
4734	6	70	B	-1	2	2	1	1	152	150	201	150a	789	1/4	4
4734	6	73	D	-1	2	2	1	1	152	150	201	150a	789	1/4	5
4740	6	52	E	0	2	2	2	1	152	150	201	150a	790	1/4	3
4740	6	60	C	0	2	2	2	1	152	150	201	150a	790	1/4	4
4740	6	67	G	0	2	2	1	1	152	150	201	150a	790	1/4	4
4740	6	70	B	-1	2	2	1	1	152	150	201	150a	790	1/4	4
4740	6	79	G	0	2	2	1	1	152	150	201	150a	790	1/4	5
4746	6	53	F	0	2	2	2	1	152	150	201	150a	791	1/4	3
4746	6	60	C	0	2	2	2	1	152	150	201	150a	791	1/4	4
4746	6	65	F	0	2	2	1	1	152	150	201	150a	791	1/4	4
4746	6	68	A	-1	2	2	1	1	152	150	201	150a	791	1/4	4
4746	6	72	C	0	2	2	1	1	152	150	201	150a	791	1/4	5
4752	6	49	D	-1	2	2	2	1	152	150	201	150a	792	1/4	3
4752	6	61	D	-1	2	2	2	1	152	150	201	150a	792	1/4	4
4752	6	65	F	0	2	2	1	1	152	150	201	150a	792	1/4	4
4752	6	68	A	-1	2	2	1	1	152	150	201	150a	792	1/4	4
4752	6	77	F	0	2	2	1	1	152	150	201	150a	792	1/4	5
4758	6	46	B	-1	2	2	2	1	153	151	202	151a	793	1/4	2
4758	6	49	D	-1	2	2	2	1	153	151	202	151a	793	1/4	3
4758	6	55	G	0	2	2	2	1	153	151	202	151a	793	1/4	3
4758	6	58	B	-1	2	2	2	1	153	151	202	151a	793	1/4	3
4758	6	65	F	0	2	2	1	1	153	151	202	151a	793	1/4	4
4758	6	67	G	0	2	2	1	1	153	151	202	151a	793	1/4	4
4758	6	73	D	-1	2	2	1	1	153	151	202	151a	793	1/4	5
4758	6	77	F	0	2	2	1	1	153	151	202	151a	793	1/4	5
4770	6	48	C	0	2	2	2	1	153	151	202	151a	795	1/4	3
4770	6	52	E	0	2	2	2	1	153	151	202	151a	795	1/4	3
4770	6	55	G	0	2	2	2	1	153	151	202	151a	795	1/4	3
4770	6	60	C	0	2	2	2	1	153	151	202	151a	795	1/4	4
4770	6	64	E	0	2	2	1	1	153	151	202	151a	795	1/4	4
4770	6	67	G	0	2	2	1	1	153	151	202	151a	795	1/4	4
4770	6	70	B	-1	2	2	1	1	153	151	202	151a	795	1/4	4
4770	6	72	C	0	2	2	1	1	153	151	202	151a	795	1/4	5
4770	6	76	E	0	2	2	1	1	153	151	202	151a	795	1/4	5
4782	6	41	F	0	2	2	2	1	154	152	203	152a	797	1/4	2
4782	6	44	A	-1	2	2	2	1	154	152	203	152a	797	1/4	2
4782	6	48	C	0	2	2	2	1	154	152	203	152a	797	1/4	3
4782	6	53	F	0	2	2	2	1	154	152	203	152a	797	1/4	3
4782	6	65	F	0	2	2	1	1	154	152	203	152a	797	1/4	4
4782	6	68	A	-1	2	2	1	1	154	152	203	152a	797	1/4	4
4782	6	72	C	0	2	2	1	1	154	152	203	152a	797	1/4	5
4782	6	77	F	0	2	2	1	1	154	152	203	152a	797	1/4	5
4800	6	63	E	-1	2	2	1	1	50	48	204	152a	800	1/4	4
4806	6	68	A	-1	2	2	1	1	51	49	205	49b	801	1/4	4
4812	6	72	C	0	2	2	1	1	51	49	205	49b	802	1/4	5
4818	6	75	E	-1	2	2	1	1	51	49	205	49b	803	1/4	5
4824	6	80	A	-1	2	2	1	1	51	49	205	49b	804	1/4	5
4830	9	84	C	0	2	2	1	1	52	50	206	50b	805	3/8	6
4836	6	56	A	-1	2	2	2	1	52	50	206	50b	806	1/4	3
4836	6	60	C	0	2	2	2	1	52	50	206	50b	806	1/4	4
4836	6	63	E	-1	2	2	2	1	52	50	206	50b	806	1/4	4
4839	1	82	B	-1	2	2	1	1	52	50	206	50b	1613/2	1/24	5
4840	1	80	A	-1	2	2	1	1	52	50	206	50b	2420/3	1/24	5
4841	1	79	G	0	2	2	1	1	52	50	206	50b	4841/6	1/24	5
4842	6	56	A	-1	2	2	2	1	52	50	206	50b	807	1/4	3
4842	6	60	C	0	2	2	2	1	52	50	206	50b	807	1/4	4
4842	6	63	E	-1	2	2	2	1	52	50	206	50b	807	1/4	4
4842	6	80	A	-1	2	2	1	1	52	50	206	50b	807	1/4	5
4848	6	56	A	-1	2	2	2	1	52	50	206	50b	808	1/4	3
4848	6	60	C	0	2	2	2	1	52	50	206	50b	808	1/4	4
4848	6	63	E	-1	2	2	2	1	52	50	206	50b	808	1/4	4
4854	0	73	D	-1	2	2	1	1	53	51	207	51b	809	0	5
4854	9	85	D	-1	2	2	1	1	53	51	207	51b	809	3/8	6
4860	6	55	G	0	2	2	2	1	53	51	207	51b	810	1/4	3
4860	6	58	B	-1	2	2	2	1	53	51	207	51b	810	1/4	3
4860	6	61	D	-1	2	2	2	1	53	51	207	51b	810	1/4	4
4860	6	63	E	-1	2	2	2	1	53	51	207	51b	810	1/4	4
4863	1	84	C	0	2	2	1	1	53	51	207	51b	1621/2	1/24	6
4864	1	82	B	-1	2	2	1	1	53	51	207	51b	2432/3	1/24	5
4865	1	81	A	0	2	2	1	1	53	51	207	51b	4865/6	1/24	5
4866	6	55	G	0	2	2	2	1	53	51	207	51b	811	1/4	3
4866	6	58	B	-1	2	2	2	1	53	51	207	51b	811	1/4	3
4866	6	61	D	-1	2	2	2	1	53	51	207	51b	811	1/4	4
4866	6	63	E	-1	2	2	2	1	53	51	207	51b	811	1/4	4
4866	6	82	B	-1	2	2	1	1	53	51	207	51b	811	1/4	5
4872	6	55	G	0	2	2	2	1	53	51	207	51b	812	1/4	3
4872	6	58	B	-1	2	2	2	1	53	51	207	51b	812	1/4	3
4872	6	61	D	-1	2	2	2	1	53	51	207	51b	812	1/4	4
4872	6	63	E	-1	2	2	2	1	53	51	207	51b	812	1/4	4
4878	6	70	B	-1	2	2	1	1	54	52	208	52b	813	1/4	4
4884	6	73	D	-1	2	2	1	1	54	52	208	52b	814	1/4	5
4890	6	79	G	0	2	2	1	1	54	52	208	52b	815	1/4	5
4896	6	82	B	-1	2	2	1	1	54	52	208	52b	816	1/4	5
4902	0	73	D	-1	2	2	1	1	55	53	209	53b	817	0	5
4902	9	85	D	-1	2	2	1	1	55	53	209	53b	817	3/8	6
4908	6	55	G	0	2	2	2	1	55	53	209	53b	818	1/4	3
4908	6	58	B	-1	2	2	2	1	55	53	209	53b	818	1/4	3
4908	6	61	D	-1	2	2	2	1	55	53	209	53b	818	1/4	4
4908	6	64	E	0	2	2	2	1	55	53	209	53b	818	1/4	4
4911	1	84	C	0	2	2	1	1	55	53	209	53b	1637/2	1/24	6
4912	1	82	B	-1	2	2	1	1	55	53	209	53b	2456/3	1/24	5
4913	1	81	A	0	2	2	1	1	55	53	209	53b	4913/6	1/24	5
4914	6	55	G	0	2	2	2	1	55	53	209	53b	819	1/4	3
4914	6	58	B	-1	2	2	2	1	55	53	209	53b	819	1/4	3
4914	6	61	D	-1	2	2	2	1	55	53	209	53b	819	1/4	4
4914	6	64	E	0	2	2	2	1	55	53	209	53b	819	1/4	4
4914	6	82	B	-1	2	2	1	1	55	53	209	53b	819	1/4	5
4920	6	55	G	0	2	2	2	1	55	53	209	53b	820	1/4	3
4920	6	58	B	-1	2	2	2	1	55	53	209	53b	820	1/4	3
4920	6	61	D	-1	2	2	2	1	55	53	209	53b	820	1/4	4
4920	6	64	E	0	2	2	2	1	55	53	209	53b	820	1/4	4
4926	0	73	D	-1	2	2	1	1	56	54	210	54b	821	0	5
4926	9	85	D	-1	2	2	1	1	56	54	210	54b	821	3/8	6
4932	6	54	G	-1	2	2	2	1	56	54	210	54b	822	1/4	3
4932	6	58	B	-1	2	2	2	1	56	54	210	54b	822	1/4	3
4932	6	61	D	-1	2	2	2	1	56	54	210	54b	822	1/4	4
4932	6	64	E	0	2	2	2	1	56	54	210	54b	822	1/4	4
