piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	electronicEncoder	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus
tavern-beethoven-woo-77-b	1: 2/4	1: 1, 77: -2, 94: 1	149	142	285.0	149	142	285.0		701.54	1992	1235	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-77-b.mscx	False	31-88 (G1-E6)	mxl		Piano	43-88 (G2-E6)	Piano	31-72 (G1-C5)								
tavern-beethoven-woo-78-a	1: 3/4, 85: 4/4, 125: 3/4	1: 0, 71: -3, 85: 0	157	156	507.0	157	156	507.0		1293.25	3020	1724	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-78-a.mscx	False	29-89 (F1-F6)	mxl		Piano	45-89 (A2-F6)	Piano	29-79 (F1-G5)								
tavern-beethoven-woo-78-b	1: 3/4, 85: 4/4, 125: 3/4	1: 0, 71: -3, 85: 0	157	156	507.0	157	156	507.0		1293.25	3020	1724	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/tavern-beethoven-woo-78-b.mscx	False	29-89 (F1-F6)	mxl		Piano	45-89 (A2-F6)	Piano	29-79 (F1-G5)								
tavern-beethoven-woo-80-a	1: 3/4	1: -3, 97: 0, 137: -3	306	306	918.0	306	306	918.0		2497.58	7285	4215	0	0	0					32 Variation						2025-03-02	Linux			"<font size=""24""/>32 Variation"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-beethoven-woo-80-a.mscx	False	29-96 (F1-C7)	mxl		Piano	36-96 (C2-C7)	Piano	29-81 (F1-A5)								
tavern-beethoven-woo-80-b	1: 3/4	1: -3, 97: 0, 137: -3	306	306	918.0	306	306	918.0		2497.58	7285	4215	0	0	0					32 Variation						2025-03-02	Linux			"<font size=""24""/>32 Variation"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-beethoven-woo-80-b.mscx	False	29-96 (F1-C7)	mxl		Piano	36-96 (C2-C7)	Piano	29-81 (F1-A5)								
tavern-mozart-k025-a	1: 2/2	1: 2	152	144	576.0	152	144	576.0		1139.5	2055	1429	0	0	0		Music21			Music21 Fragment						2025-03-02	Linux			"<font size=""24""/>Music21 Fragment"			"<font size=""12""/>Music21"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k025-a.mscx	False	38-85 (D2-C#6)	mxl		Piano	61-85 (C#4-C#6)	Piano	38-79 (D2-G5)								
tavern-mozart-k025-b	1: 2/2	1: 2	152	144	576.0	152	144	576.0		1139.5	2055	1429	0	0	0		Music21			Music21 Fragment						2025-03-02	Linux			"<font size=""24""/>Music21 Fragment"			"<font size=""12""/>Music21"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k025-b.mscx	False	38-85 (D2-C#6)	mxl		Piano	61-85 (C#4-C#6)	Piano	38-79 (D2-G5)								
tavern-mozart-k179-a	1: 3/4	1: 0	350	350	1050.0	700	700	2100.0		2469.54	5086	3425	0	0	0											2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k179-a.mscx	False	36-89 (C2-F6)	mxl		Piano	43-89 (G2-F6)	Piano	36-84 (C2-C6)								
tavern-mozart-k179-b	1: 3/4	1: 0	350	350	1050.0	700	700	2100.0		2469.54	5086	3425	0	0	0											2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k179-b.mscx	False	36-89 (C2-F6)	mxl		Piano	43-89 (G2-F6)	Piano	36-84 (C2-C6)								
tavern-mozart-k265-a	1: 2/4, 289: 3/4	1: 0, 193: -3, 217: 0	323	323	681.0	611	611	1265.0		1753.33	3165	2051	0	0	0					IMSLP228379-WIMA.4aea-W.A.Moz.Ah_vous_dirai-je-Maman						2025-03-02	Linux			"<font size=""24""/>IMSLP228379-WIMA.4aea-W.A.Moz.Ah_vous_dirai-je-Maman"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k265-a.mscx	False	29-89 (F1-F6)	mxl		Piano	54-89 (F#3-F6)	Piano	29-72 (F1-C5)								
tavern-mozart-k265-b	1: 2/4, 289: 3/4	1: 0, 193: -3, 217: 0	323	323	681.0	611	611	1265.0		1753.33	3165	2051	0	0	0					IMSLP228379-WIMA.4aea-W.A.Moz.Ah_vous_dirai-je-Maman						2025-03-02	Linux			"<font size=""24""/>IMSLP228379-WIMA.4aea-W.A.Moz.Ah_vous_dirai-je-Maman"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k265-b.mscx	False	29-89 (F1-F6)	mxl		Piano	54-89 (F#3-F6)	Piano	29-72 (F1-C5)								
tavern-mozart-k353-a	1: 6/8, 146: 2/4, 175: 6/8	1: -3, 109: -6, 121: -3	185	184	523.0	185	184	523.0		1363.87	3171	1995	0	0	0										Copyright © 	2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k353-a.mscx	False	29-89 (F1-F6)	mxl		Piano	53-89 (F3-F6)	Piano	29-87 (F1-Eb6)								
tavern-mozart-k353-b	1: 6/8, 146: 2/4, 175: 6/8	1: -3, 109: -6, 121: -3	185	184	523.0	185	184	523.0		1363.87	3171	1995	0	0	0										Copyright © 	2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k353-b.mscx	False	29-89 (F1-F6)	mxl		Piano	53-89 (F3-F6)	Piano	29-87 (F1-Eb6)								
tavern-mozart-k354-a	1: 2/4, 243: 4/4, 265: 3/4, 305: 4/4	1: -3, 177: -6, 199: -3	310	310	716.0	582	582	1312.0		2136.83	4837	3027	0	0	0					K354						2025-03-02	Linux			"<font size=""24""/>K354"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k354-a.mscx	False	30-89 (Gb1-F6)	mxl		Piano	45-89 (A2-F6)	Piano	30-87 (Gb1-Eb6)								
tavern-mozart-k354-b	1: 2/4, 243: 4/4, 265: 3/4, 305: 4/4	1: -3, 177: -6, 199: -3	310	310	716.0	582	582	1312.0		2136.83	4837	3027	0	0	0					K354						2025-03-02	Linux			"<font size=""24""/>K354"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k354-b.mscx	False	30-89 (Gb1-F6)	mxl		Piano	45-89 (A2-F6)	Piano	30-87 (Gb1-Eb6)								
tavern-mozart-k398-a	1: 3/4, 115: 7/4, 116: 3/4, 139: 11/4, 140: 12/4, 141: 3/4	1: -1, 89: -4, 116: -1	175	175	546.0	175	175	546.0		1394.96	2650	1526	0	0	0					K398						2025-03-02	Linux			"<font size=""24""/>K398"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k398-a.mscx	False	29-89 (F1-F6)	mxl		Piano	35-89 (B1-F6)	Piano	29-77 (F1-F5)								
tavern-mozart-k398-b	1: 3/4, 115: 7/4, 116: 3/4, 139: 11/4, 140: 12/4, 141: 3/4	1: -1, 89: -4, 116: -1	175	175	546.0	175	175	546.0		1394.96	2650	1526	0	0	0					K398						2025-03-02	Linux			"<font size=""24""/>K398"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k398-b.mscx	False	29-89 (F1-F6)	mxl		Piano	35-89 (B1-F6)	Piano	29-77 (F1-F5)								
tavern-mozart-k455-a	1: 2/2, 211: 3/8, 262: 4/4, 268: 3/8, 323: 2/2	1: 1, 73: -2, 85: 1	343	343	1107.0	343	343	1107.0		2851.25	4828	3107	0	0	0										Copyright © 	2025-03-02	Linux			"<font size=""8""/>Copyright © "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-mozart-k455-a.mscx	False	30-88 (F#1-E6)	mxl		Piano	31-88 (G1-E6)	Piano	30-86 (F#1-D6)								
tavern-mozart-k455-b	1: 2/2, 211: 3/8, 262: 4/4, 268: 3/8, 323: 2/2	1: 1, 73: -2, 85: 1	343	343	1107.0	343	343	1107.0		2851.25	4828	3107	0	0	0										Copyright © 	2025-03-02	Linux			"<font size=""8""/>Copyright © "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-mozart-k455-b.mscx	False	30-88 (F#1-E6)	mxl		Piano	31-88 (G1-E6)	Piano	30-86 (F#1-D6)								
tavern-mozart-k501-a	1: 2/4	1: 1, 74: -2, 92: 1	156	155	310.5	156	155	310.5		1347.12	3207	1537	0	0	0					wamk501						2025-03-02	Linux			"<font size=""24""/>wamk501"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-mozart-k501-a.mscx	False	31-89 (G1-F6)	mxl		Piano	62-89 (D4-F6)	Piano	59-79 (B3-G5)	Piano	43-71 (G2-B4)	Piano	31-62 (G1-D4)				
tavern-mozart-k501-b	1: 2/4	1: 1, 74: -2, 92: 1	156	155	310.5	156	155	310.5		1347.12	3207	1537	0	0	0					wamk501						2025-03-02	Linux			"<font size=""24""/>wamk501"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/tavern-mozart-k501-b.mscx	False	31-89 (G1-F6)	mxl		Piano	62-89 (D4-F6)	Piano	59-79 (B3-G5)	Piano	43-71 (G2-B4)	Piano	31-62 (G1-D4)				
tavern-mozart-k573-a	1: 3/4, 217: 2/4, 265: 19/8, 266: 3/4	1: 2, 145: -1, 169: 2	278	278	792.5	494	494	1416.5		1881.67	3851	2565	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k573-a.mscx	False	31-89 (G1-F6)	mxl		Piano	33-89 (A1-F6)	Piano	31-79 (G1-G5)								
tavern-mozart-k573-b	1: 3/4, 217: 2/4, 265: 19/8, 266: 3/4	1: 2, 145: -1, 169: 2	278	278	792.5	494	494	1416.5		1881.67	3851	2565	0	0	0					Untitled						2025-03-02	Linux			"<font size=""24""/>Untitled"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k573-b.mscx	False	31-89 (G1-F6)	mxl		Piano	33-89 (A1-F6)	Piano	31-79 (G1-G5)								
tavern-mozart-k613-a	1: 3/4, 352: 13/8, 353: 8/4, 354: 3/4, 366: 2/4, 456: 3/4	1: -1, 291: -4, 329: -1	496	495	1404.5	496	495	1404.5		3361.92	5556	3484	0	0	0										Copyright © 	2025-03-02	Linux			"<font size=""8""/>Copyright © "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k613-a.mscx	False	31-89 (G1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	31-82 (G1-Bb5)								
tavern-mozart-k613-b	1: 3/4, 352: 13/8, 353: 8/4, 354: 3/4, 366: 2/4, 456: 3/4	1: -1, 291: -4, 329: -1	496	495	1404.5	496	495	1404.5		3361.92	5556	3484	0	0	0										Copyright © 	2025-03-02	Linux			"<font size=""8""/>Copyright © "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/tavern-mozart-k613-b.mscx	False	31-89 (G1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	31-82 (G1-Bb5)								
wir-bach-chorales-1	1: 3/4	1: 1	24	24	63.0	32	32	84.0		252.0	225	80	0	0	0		J.S. Bach	bwv269.mxl		bwv269.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 269"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-1.mscx	False	42-74 (F#2-D5)	mxl		Soprano	67-74 (G4-D5)	Alto	59-69 (B3-A4)	Tenor	54-64 (F#3-E4)	Bass	42-55 (F#2-G3)				
wir-bach-chorales-10	1: 4/4	1: 0	13	13	52.0	18	18	72.0		208.0	182	57	0	0	0		J.S. Bach	bwv38.6.mxl		bwv38.6.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 38.6"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-bach-chorales-10.mscx	False	38-74 (D2-D5)	mxl		Soprano	64-74 (E4-D5)	Alto	59-72 (B3-C5)	Tenor	54-67 (F#3-G4)	Bass	38-57 (D2-A3)				
wir-bach-chorales-12	1: 3/4	1: 0	17	17	48.0	17	17	48.0		192.0	144	43	0	0	0		J.S. Bach	bwv65.2.mxl		bwv65.2.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 65.2"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-12.mscx	False	45-74 (A2-D5)	mxl		Soprano	67-74 (G4-D5)	Alto	62-69 (D4-A4)	Tenor	55-64 (G3-E4)	Bass	45-60 (A2-C4)				
wir-bach-chorales-13	1: 4/4	1: 0	20	20	64.0	27	27	88.0		252.0	303	108	0	0	0		J.S. Bach	bwv33.6.mxl		bwv33.6.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 33.6"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-13.mscx	False	38-77 (D2-F5)	mxl		Soprano	64-77 (E4-F5)	Alto	60-71 (C4-B4)	Tenor	55-65 (G3-F4)	Bass	38-60 (D2-C4)				
wir-bach-chorales-14	1: 4/4	1: 1	15	14	56.0	15	14	56.0		224.0	237	79	0	0	0		J.S. Bach	bwv184.5.mxl		bwv184.5.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 184.5"			PDF © 2004 Margaret Greentreeused by permission	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-bach-chorales-14.mscx	False	38-74 (D2-D5)	mxl		Instrument 1	62-74 (D4-D5)	Instrument 2	55-66 (G3-F#4)	Instrument 3	50-59 (D3-B3)	Instrument 4	38-55 (D2-G3)				
wir-bach-chorales-16	1: 4/4	1: 2	19	19	68.0	26	26	92.0		268.0	293	97	0	0	0		J.S. Bach	bwv311.mxl		bwv311.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 311"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-bach-chorales-16.mscx	False	42-78 (F#2-F#5)	mxl		Soprano	62-78 (D4-F#5)	Alto	59-73 (B3-C#5)	Tenor	54-66 (F#3-F#4)	Bass	42-62 (F#2-D4)				
wir-bach-chorales-17	1: 3/4	1: 1	18	18	54.0	18	18	54.0		216.0	175	57	0	0	0		J.S. Bach	bwv145.5.mxl		bwv145.5.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 145.5"			PDF © 2004 Margaret Greentreeused by permission	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-17.mscx	False	43-76 (G2-E5)	mxl		Soprano	62-76 (D4-E5)	Alto	57-69 (A3-A4)	Tenor	52-62 (E3-D4)	Bass	43-59 (G2-B3)				
wir-bach-chorales-18	1: 4/4	1: 1	13	13	52.0	13	13	52.0		208.0	199	70	0	0	0		J.S. Bach	bwv318.mxl		bwv318.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 318"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-18.mscx	False	43-79 (G2-G5)	mxl		Soprano	62-79 (D4-G5)	Alto	55-71 (G3-B4)	Tenor	52-64 (E3-E4)	Bass	43-59 (G2-B3)				
wir-bach-chorales-19	1: 4/4	1: -1	11	11	36.0	11	11	36.0		144.0	178	67	0	0	0		J.S. Bach	bwv351.mxl		bwv351.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 351"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-bach-chorales-19.mscx	False	38-72 (D2-C5)	mxl		Soprano	64-72 (E4-C5)	Alto	60-67 (C4-G4)	Tenor	55-62 (G3-D4)	Bass	38-55 (D2-G3)				
wir-bach-chorales-2	1: 4/4	1: 3	16	16	52.0	21	21	68.0		208.0	229	79	0	0	0		J.S. Bach	bwv347.mxl		bwv347.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 347"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-bach-chorales-2.mscx	False	40-76 (E2-E5)	mxl		Soprano	64-76 (E4-E5)	Alto	59-73 (B3-C#5)	Tenor	52-68 (E3-G#4)	Bass	40-61 (E2-C#4)				
wir-bach-chorales-20	1: 4/4	1: 2	15	15	48.0	20	20	64.0		192.0	234	80	0	0	0		J.S. Bach	bwv302.mxl		bwv302.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 302"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-20.mscx	False	38-74 (D2-D5)	mxl		Soprano	62-74 (D4-D5)	Alto	57-71 (A3-B4)	Tenor	52-66 (E3-F#4)	Bass	38-62 (D2-D4)				
wir-bach-chorales-3	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	196	64	0	0	0		J.S. Bach	bwv153.1.mxl		bwv153.1.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 153.1"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-3.mscx	False	45-76 (A2-E5)	mxl		Soprano	64-76 (E4-E5)	Alto	60-71 (C4-B4)	Tenor	52-69 (E3-A4)	Bass	45-60 (A2-C4)				
wir-bach-chorales-4	1: 4/4	1: 4	13	13	40.0	18	18	56.0		160.0	186	61	0	0	0		J.S. Bach	bwv86.6.mxl		bwv86.6.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 86.6"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-bach-chorales-4.mscx	False	40-76 (E2-E5)	mxl		Soprano	61-76 (C#4-E5)	Alto	59-71 (B3-B4)	Tenor	54-66 (F#3-F#4)	Bass	40-61 (E2-C#4)				
wir-bach-chorales-5	1: 4/4	1: 1	20	20	68.0	25	25	84.0		272.0	325	123	0	0	0		J.S. Bach	bwv267.mxl		bwv267.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 267"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-5.mscx	False	40-76 (E2-E5)	mxl		Soprano	62-76 (D4-E5)	Alto	54-71 (F#3-B4)	Tenor	52-64 (E3-E4)	Bass	40-60 (E2-C4)				
wir-bach-chorales-6	1: 4/4	1: -1	9	8	32.0	9	8	32.0		124.0	120	41	0	0	0											2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-6.mscx	False	41-77 (F2-F5)	mxl		Instrument 1	65-77 (F4-F5)	Instrument 2	60-72 (C4-C5)	Instrument 3	55-65 (G3-F4)	Instrument 4	41-57 (F2-A3)				
wir-bach-chorales-7	1: 3/4	1: 3	42	42	111.0	51	51	135.0		444.0	346	111	0	0	0		J.S. Bach	bwv17.7.mxl		bwv17.7.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 17.7"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-7.mscx	False	42-76 (F#2-E5)	mxl		Soprano	64-76 (E4-E5)	Alto	59-71 (B3-B4)	Tenor	54-68 (F#3-G#4)	Bass	42-59 (F#2-B3)				
wir-bach-chorales-8	1: 4/4	1: -3	20	20	80.0	20	20	80.0		320.0	358	124	0	0	0		J.S. Bach	bwv40.8.mxl		bwv40.8.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 40.8"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-8.mscx	False	41-77 (F2-F5)	mxl		Soprano	63-77 (Eb4-F5)	Alto	60-72 (C4-C5)	Tenor	51-67 (Eb3-G4)	Bass	41-60 (F2-C4)				
wir-bach-chorales-9	1: 4/4	1: 1	15	15	48.0	20	20	64.0		192.0	236	86	0	0	0		J.S. Bach	bwv248.12-2.mxl		bwv248.12-2.mxl						2025-03-02	Linux			"<font size=""12""/>BWV 248.12-2"			"<font size=""8""/>PDF © 2004 Margaret Greentreeused by permission"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-bach-chorales-9.mscx	False	38-79 (D2-G5)	mxl		Soprano	67-79 (G4-G5)	Alto	62-71 (D4-B4)	Tenor	52-67 (E3-G4)	Bass	38-62 (D2-D4)				
wir-monteverdi-madrigals-book-3-1	1: 4/4	1: -1	102	102	408.0	102	102	408.0		1455.0	1142	480	4	0	0		1. LA GIOVINETTA PIANTA			CANTO						2025-03-02	Linux			"<font size=""17""/><b>CANTO</b>"			"<font size=""9.9""/>1. LAGIOVINETTAPIANTA"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-1.mscx	False	41-77 (F2-F5)	mxl		Grand Piano	62-77 (D4-F5)	Grand Piano	60-77 (C4-F5)	Grand Piano	54-74 (F#3-D5)	Grand Piano	53-67 (F3-G4)	Grand Piano	41-60 (F2-C4)		
wir-monteverdi-madrigals-book-3-10	1: 4/4	1: 0	83	83	332.0	83	83	332.0		1261.0	865	332	1	0	0					".lV.L""'!UCl'l.v .J.u,.:;l';'V"			CAN TO			2025-03-02	Linux			".lV.L""'!UCl'l.v .J.u,.:;l';'V"		CAN TO		3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-monteverdi-madrigals-book-3-10.mscx	False	45-81 (A2-A5)	mxl		Canto	62-81 (D4-A5)	Quinto	62-81 (D4-A5)	Alto	45-62 (A2-D4)	Tenor	53-69 (F3-A4)	Basso	45-62 (A2-D4)		
wir-monteverdi-madrigals-book-3-11	1: 4/4	1: -1	85	85	340.0	85	85	340.0		1267.0	884	364	7	0	0		Battista Guarini			CANTO						2025-03-02	Linux			CANTO			Battista Guarini	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-11.mscx	False	41-77 (F2-F5)	mxl		Canto	60-77 (C4-F5)	Quinto	57-74 (A3-D5)	Alto	53-70 (F3-Bb4)	Tenor	48-67 (C3-G4)	Basso	41-58 (F2-Bb3)		
wir-monteverdi-madrigals-book-3-13	1: 4/4	1: 0	107	107	428.0	107	107	428.0		1663.0	854	325	0	0	0								CANTO			2025-03-02	Linux			"<font size=""17""/><b>Book III, number 13</b>"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-monteverdi-madrigals-book-3-13.mscx	False	43-76 (G2-E5)	mxl		Canto	59-76 (B3-E5)	Quinto	59-76 (B3-E5)	Alto	52-69 (E3-A4)	Tenor	48-65 (C3-F4)	Basso	43-58 (G2-Bb3)		
wir-monteverdi-madrigals-book-3-14	1: 4/4	1: -1	80	80	320.0	80	80	320.0		1239.0	717	283	0	0	0											2025-03-02	Linux			"<font size=""24""/><b>Book III, number 14</b>"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-14.mscx	False	46-79 (Bb2-G5)	mxl		Canto	64-79 (E4-G5)	Quinto	65-79 (F4-G5)	Alto	53-72 (F3-C5)	Tenor	53-70 (F3-Bb4)	Basso	46-63 (Bb2-Eb4)		
wir-monteverdi-madrigals-book-3-15	1: 4/4	1: 0	41	41	164.0	41	41	164.0		719.0	543	185	1	0	0		"'ViJ.""'1U,""IioV ..LU-U',"",V"			CANTO						2025-03-02	Linux			"<font size=""17""/><b>CANTO</b>"			"<b>'ViJ.""'1U,""IioV ..LU-U',"",V</b>"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-monteverdi-madrigals-book-3-15.mscx	False	48-81 (C3-A5)	mxl		Canto	67-81 (G4-A5)	Quinto	66-77 (F#4-F5)	Alto	60-72 (C4-C5)	Tenor	55-70 (G3-Bb4)	Basso	48-62 (C3-D4)		
wir-monteverdi-madrigals-book-3-19	1: 4/4	1: -1	90	90	360.0	90	90	360.0		1326.0	677	302	0	0	0		LrVlO Celiano			CANTO						2025-03-02	Linux			"<font size=""17""/><b>CANTO</b>"			<b>LrVlO Celiano</b>	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-19.mscx	False	41-74 (F2-D5)	mxl		Canto	59-74 (B3-D5)	Quinto	61-74 (C#4-D5)	Alto	53-69 (F3-A4)	Tenor	49-63 (C#3-Eb4)	Basso	41-58 (F2-Bb3)		
wir-monteverdi-madrigals-book-3-3	1: 4/4	1: 0	90	90	360.0	90	90	360.0		1338.0	1000	401	4	0	0								CANTO			2025-03-02	Linux					CANTO		3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-3.mscx	False	44-81 (G#2-A5)	mxl		Canto	62-81 (D4-A5)	Quinto	67-81 (G4-A5)	Alto	44-60 (G#2-C4)	Tenor	55-69 (G3-A4)	Basso	48-62 (C3-D4)		
wir-monteverdi-madrigals-book-3-6	1: 4/4	1: -1	123	123	492.0	123	123	492.0		1856.0	1125	476	14	0	0					CANTO						2025-03-02	Linux			CANTO				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-6.mscx	False	41-77 (F2-F5)	mxl		Canto	61-77 (C#4-F5)	Quinto	58-77 (Bb3-F5)	Alto	53-72 (F3-C5)	Tenor	50-69 (D3-A4)	Basso	41-58 (F2-Bb3)		
wir-monteverdi-madrigals-book-3-8	1: 4/4	1: 0	57	57	228.0	57	57	228.0		872.0	679	272	7	0	0					CANT						2025-03-02	Linux			"<font size=""17""/><b>CANT</b>"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-monteverdi-madrigals-book-3-8.mscx	False	47-81 (B2-A5)	mxl		Canto	64-81 (E4-A5)	Quinto	62-79 (D4-G5)	Alto	55-72 (G3-C5)	Tenor	54-69 (F#3-A4)	Basso	47-65 (B2-F4)		
